scorer_rank,scorer,team,goals,penalties,own_goals,first_goal_date,latest_goal_date,scorer_label
10518,Nikoloz Gelashvili,Georgia,1,0,0,2014-10-14,2014-10-14,10518. Nikoloz Gelashvili
10519,Bilal Kısa,Turkey,1,0,0,2014-10-13,2014-10-13,10519. Bilal Kısa
10520,David Cotterill,Wales,1,0,0,2014-10-13,2014-10-13,10520. David Cotterill
10521,Håvard Nielsen,Norway,1,0,0,2014-10-13,2014-10-13,10521. Håvard Nielsen
10522,Nikolay Bodurov,Bulgaria,1,0,0,2014-10-13,2014-10-13,10522. Nikolay Bodurov
10523,Rashad Sadygov,Croatia,1,0,1,2014-10-13,2014-10-13,10523. Rashad Sadygov
10524,Juan Bernat,Spain,1,0,0,2014-10-12,2014-10-12,10524. Juan Bernat
10525,Akaki Khubutia,Scotland,1,0,1,2014-10-11,2014-10-11,10525. Akaki Khubutia
10526,Jarkko Hurme,Finland,1,0,0,2014-10-11,2014-10-11,10526. Jarkko Hurme
10527,Jordan Perez,Republic of Ireland,1,0,1,2014-10-11,2014-10-11,10527. Jordan Perez
10528,Lasse Vibe,Denmark,1,0,0,2014-10-11,2014-10-11,10528. Lasse Vibe
10529,Nikolaos Karelis,Greece,1,0,0,2014-10-11,2014-10-11,10529. Nikolaos Karelis
10530,Raul Rusescu,Romania,1,0,0,2014-10-11,2014-10-11,10530. Raul Rusescu
10531,Giorgio Chiellini,Azerbaijan,1,0,1,2014-10-10,2014-10-10,10531. Giorgio Chiellini
10532,Mats Møller Dæhli,Norway,1,0,0,2014-10-10,2014-10-10,10532. Mats Møller Dæhli
10533,Nikolay Bodurov,Croatia,1,0,1,2014-10-10,2014-10-10,10533. Nikolay Bodurov
10534,Rúrik Gíslason,Iceland,1,0,0,2014-10-10,2014-10-10,10534. Rúrik Gíslason
10535,Alyaksandr Martynovich,Ukraine,1,0,1,2014-10-09,2014-10-09,10535. Alyaksandr Martynovich
10536,Besart Abdurahimi,North Macedonia,1,0,0,2014-10-09,2014-10-09,10536. Besart Abdurahimi
10537,Phil Jagielka,England,1,0,0,2014-10-09,2014-10-09,10537. Phil Jagielka
10538,Simone Zaza,Italy,1,0,0,2014-09-09,2014-09-09,10538. Simone Zaza
10539,Ventsislav Hristov,Bulgaria,1,0,0,2014-09-09,2014-09-09,10539. Ventsislav Hristov
10540,Franz Burgmeier,Russia,1,0,1,2014-09-08,2014-09-08,10540. Franz Burgmeier
10541,Martin Büchel,Russia,1,0,1,2014-09-08,2014-09-08,10541. Martin Büchel
10542,Łukasz Szukała,Poland,1,0,0,2014-09-07,2014-09-07,10542. Łukasz Szukała
10543,Julian Green,United States,1,0,0,2014-07-01,2014-07-01,10543. Julian Green
10544,Joseph Yobo,France,1,0,1,2014-06-30,2014-06-30,10544. Joseph Yobo
10545,John Boye,Portugal,1,0,1,2014-06-26,2014-06-26,10545. John Boye
10546,Andreas Samaris,Greece,1,0,0,2014-06-24,2014-06-24,10546. Andreas Samaris
10547,Fernandinho,Brazil,1,0,0,2014-06-23,2014-06-23,10547. Fernandinho
10548,Joël Matip,Cameroon,1,0,0,2014-06-23,2014-06-23,10548. Joël Matip
10549,Leroy Fer,Netherlands,1,0,0,2014-06-23,2014-06-23,10549. Leroy Fer
10550,Moussa Sissoko,France,1,0,0,2014-06-20,2014-06-20,10550. Moussa Sissoko
10551,John Brooks,United States,1,0,0,2014-06-16,2014-06-16,10551. John Brooks
10552,Noel Valladares,France,1,0,1,2014-06-15,2014-06-15,10552. Noel Valladares
10553,Sead Kolašinac,Argentina,1,0,1,2014-06-15,2014-06-15,10553. Sead Kolašinac
10554,Marcelo,Croatia,1,0,1,2014-06-12,2014-06-12,10554. Marcelo
10555,Perparim Hetemaj,Finland,1,0,0,2014-05-31,2014-05-31,10555. Perparim Hetemaj
10556,Valtteri Moren,Finland,1,0,0,2014-05-31,2014-05-31,10556. Valtteri Moren
10557,Carlos Peña,Mexico,1,0,0,2013-11-20,2013-11-20,10557. Carlos Peña
10558,Mohamed Nagy,Egypt,1,0,0,2013-11-19,2013-11-19,10558. Mohamed Nagy
10559,Vasilis Torosidis,Romania,1,0,1,2013-11-19,2013-11-19,10559. Vasilis Torosidis
10560,Andreas Bjelland,Denmark,1,0,0,2013-10-15,2013-10-15,10560. Andreas Bjelland
10561,Dmitriy Shomko,Kazakhstan,1,0,0,2013-10-15,2013-10-15,10561. Dmitriy Shomko
10562,Dmitriy Shomko,Republic of Ireland,1,0,1,2013-10-15,2013-10-15,10562. Dmitriy Shomko
10563,Dušan Basta,Serbia,1,0,0,2013-10-15,2013-10-15,10563. Dušan Basta
10564,Ildefons Lima,Hungary,1,0,1,2013-10-15,2013-10-15,10564. Ildefons Lima
10565,Joona Toivio,France,1,0,1,2013-10-15,2013-10-15,10565. Joona Toivio
10566,Jorge Claros,Jamaica,1,0,1,2013-10-15,2013-10-15,10566. Jorge Claros
10567,Jorge Rojas,Paraguay,1,0,0,2013-10-15,2013-10-15,10567. Jorge Rojas
10568,Nicki Bille Nielsen,Denmark,1,0,0,2013-10-15,2013-10-15,10568. Nicki Bille Nielsen
10569,Renārs Rode,Latvia,1,0,0,2013-10-15,2013-10-15,10569. Renārs Rode
10570,Stefan Šćepović,Serbia,1,0,0,2013-10-15,2013-10-15,10570. Stefan Šćepović
10571,Vitaliy Mandzyuk,Ukraine,1,0,0,2013-10-15,2013-10-15,10571. Vitaliy Mandzyuk
10572,Wael Gomaa,Ghana,1,0,1,2013-10-15,2013-10-15,10572. Wael Gomaa
10573,Behailu Assefa,Ethiopia,1,0,0,2013-10-13,2013-10-13,10573. Behailu Assefa
10574,Ludovic Sané,Ivory Coast,1,0,1,2013-10-12,2013-10-12,10574. Ludovic Sané
10575,Branko Bošković,England,1,0,1,2013-10-11,2013-10-11,10575. Branko Bošković
10576,Luis Manuel Seijas,Venezuela,1,0,0,2013-10-11,2013-10-11,10576. Luis Manuel Seijas
10577,Martin Škrtel,Greece,1,0,1,2013-10-11,2013-10-11,10577. Martin Škrtel
10578,Ricardo Costa,Portugal,1,0,0,2013-10-11,2013-10-11,10578. Ricardo Costa
10579,Rufat Dadashov,Azerbaijan,1,0,0,2013-10-11,2013-10-11,10579. Rufat Dadashov
10580,Simon Church,Wales,1,0,0,2013-10-11,2013-10-11,10580. Simon Church
10581,Szilárd Devecseri,Netherlands,1,0,1,2013-10-11,2013-10-11,10581. Szilárd Devecseri
10582,Tomáš Hübschman,Czech Republic,1,0,0,2013-10-11,2013-10-11,10582. Tomáš Hübschman
10583,Adam El-Abd,Guinea,1,0,1,2013-09-10,2013-09-10,10583. Adam El-Abd
10584,Alessandro Della Valle,San Marino,1,0,0,2013-09-10,2013-09-10,10584. Alessandro Della Valle
10585,Edward Herrera,Malta,1,0,0,2013-09-10,2013-09-10,10585. Edward Herrera
10586,Egor Filipenko,Belarus,1,0,0,2013-09-10,2013-09-10,10586. Egor Filipenko
10587,Filip Đorđević,Serbia,1,0,0,2013-09-10,2013-09-10,10587. Filip Đorđević
10588,Hossam Ghaly,Egypt,1,0,0,2013-09-10,2013-09-10,10588. Hossam Ghaly
10589,Jaime Arrascaita,Bolivia,1,0,0,2013-09-10,2013-09-10,10589. Jaime Arrascaita
10590,Jermaine Anderson,Jamaica,1,0,0,2013-09-10,2013-09-10,10590. Jermaine Anderson
10591,José Ariel Núñez,Paraguay,1,0,0,2013-09-10,2013-09-10,10591. José Ariel Núñez
10592,Jovan Kostovski,North Macedonia,1,0,0,2013-09-10,2013-09-10,10592. Jovan Kostovski
10593,Lazar Marković,Serbia,1,0,0,2013-09-10,2013-09-10,10593. Lazar Marković
10594,Libor Kozák,Czech Republic,1,0,0,2013-09-10,2013-09-10,10594. Libor Kozák
10595,Mathias Jänisch,Luxembourg,1,0,0,2013-09-10,2013-09-10,10595. Mathias Jänisch
10596,Radoslav Dimitrov,Bulgaria,1,0,0,2013-09-10,2013-09-10,10596. Radoslav Dimitrov
10597,Ragnar Klavan,Hungary,1,0,1,2013-09-10,2013-09-10,10597. Ragnar Klavan
10598,Roberto Chen,Panama,1,0,0,2013-09-10,2013-09-10,10598. Roberto Chen
10599,Tadas Kijanskas,Lithuania,1,0,0,2013-09-10,2013-09-10,10599. Tadas Kijanskas
10600,Waldemar Sobota,Poland,1,0,0,2013-09-10,2013-09-10,10600. Waldemar Sobota
10601,Aurélien Chedjou,Cameroon,1,0,0,2013-09-08,2013-09-08,10601. Aurélien Chedjou
10602,Backer Aloenouvo,Togo,1,0,0,2013-09-08,2013-09-08,10602. Backer Aloenouvo
10603,Bakri Almadina,Sudan,1,0,0,2013-09-08,2013-09-08,10603. Bakri Almadina
10604,David Owino,Kenya,1,0,0,2013-09-08,2013-09-08,10604. David Owino
10605,Lalawélé Atakora,Togo,1,0,0,2013-09-08,2013-09-08,10605. Lalawélé Atakora
10606,Maninho,Mozambique,1,0,0,2013-09-08,2013-09-08,10606. Maninho
10607,Masimba Mambare,Zimbabwe,1,0,0,2013-09-08,2013-09-08,10607. Masimba Mambare
10608,Patou Ebunga-Simbi,DR Congo,1,0,0,2013-09-08,2013-09-08,10608. Patou Ebunga-Simbi
10609,Tsepo Lekhoana,Lesotho,1,0,0,2013-09-08,2013-09-08,10609. Tsepo Lekhoana
10610,Tsoanelo Koetle,Lesotho,1,0,0,2013-09-08,2013-09-08,10610. Tsoanelo Koetle
10611,Abdul Nzayinawo,Angola,1,0,0,2013-09-07,2013-09-07,10611. Abdul Nzayinawo
10612,Fabrice N'Guessi,Congo,1,0,0,2013-09-07,2013-09-07,10612. Fabrice N'Guessi
10613,Guedes Lupapa,Angola,1,0,0,2013-09-07,2013-09-07,10613. Guedes Lupapa
10614,Jimmy Bermúdez,Equatorial Guinea,1,0,0,2013-09-07,2013-09-07,10614. Jimmy Bermúdez
10615,Kermit Erasmus,South Africa,1,0,0,2013-09-07,2013-09-07,10615. Kermit Erasmus
10616,Minyahil Teshome,Ethiopia,1,0,0,2013-09-07,2013-09-07,10616. Minyahil Teshome
10617,Moustapha Bangura,Sierra Leone,1,0,0,2013-09-07,2013-09-07,10617. Moustapha Bangura
10618,Salif Kéïta,Central African Republic,1,0,0,2013-09-07,2013-09-07,10618. Salif Kéïta
10619,Ulrich Kapolongo,Congo,1,0,0,2013-09-07,2013-09-07,10619. Ulrich Kapolongo
10620,Edmar Halovskyi de Lacerda,Ukraine,1,0,0,2013-09-06,2013-09-06,10620. Edmar Halovskyi de Lacerda
10621,Karlen Mkrtchyan,Armenia,1,0,0,2013-09-06,2013-09-06,10621. Karlen Mkrtchyan
10622,Marcos González,Chile,1,0,0,2013-09-06,2013-09-06,10622. Marcos González
10623,Mihai Pintilii,Romania,1,0,0,2013-09-06,2013-09-06,10623. Mihai Pintilii
10624,Mussab Al-Laham,Jordan,1,0,0,2013-09-06,2013-09-06,10624. Mussab Al-Laham
10625,Nathan Sinkala,Zambia,1,0,0,2013-09-06,2013-09-06,10625. Nathan Sinkala
10626,Rickie Lambert,England,1,0,0,2013-09-06,2013-09-06,10626. Rickie Lambert
10627,Ryan Camilleri,Denmark,1,0,1,2013-09-06,2013-09-06,10627. Ryan Camilleri
10628,Viktor Pečovský,Slovakia,1,0,0,2013-09-06,2013-09-06,10628. Viktor Pečovský
10629,Nery Medina,Honduras,1,0,0,2013-07-24,2013-07-24,10629. Nery Medina
10630,Mikkel Diskerud,United States,1,0,0,2013-07-21,2013-07-21,10630. Mikkel Diskerud
10631,Carlos Gabriel Rodríguez,Panama,1,0,0,2013-07-20,2013-07-20,10631. Carlos Gabriel Rodríguez
10632,Jairo Jiménez,Panama,1,0,0,2013-07-20,2013-07-20,10632. Jairo Jiménez
10633,Miguel Ángel Ponce,Mexico,1,0,0,2013-07-14,2013-07-14,10633. Miguel Ángel Ponce
10634,Dalton Eiley,Costa Rica,1,0,1,2013-07-13,2013-07-13,10634. Dalton Eiley
10635,Jorge Claros,Honduras,1,0,0,2013-07-12,2013-07-12,10635. Jorge Claros
10636,Ian Gaynair,Belize,1,0,0,2013-07-09,2013-07-09,10636. Ian Gaynair
10637,Jairo Arrieta,Costa Rica,1,0,0,2013-07-09,2013-07-09,10637. Jairo Arrieta
10638,Rony Martínez,Honduras,1,0,0,2013-07-08,2013-07-08,10638. Rony Martínez
10639,Fabrice Reuperné,Martinique,1,0,0,2013-07-07,2013-07-07,10639. Fabrice Reuperné
10640,Alessandro Diamanti,Italy,1,0,0,2013-06-30,2013-06-30,10640. Alessandro Diamanti
10641,Davide Astori,Italy,1,0,0,2013-06-30,2013-06-30,10641. Davide Astori
10642,Dante,Brazil,1,0,0,2013-06-22,2013-06-22,10642. Dante
10643,Atsuto Uchida,Italy,1,0,1,2013-06-19,2013-06-19,10643. Atsuto Uchida
10644,Sebastian Giovinco,Italy,1,0,0,2013-06-19,2013-06-19,10644. Sebastian Giovinco
10645,Abdulgadir Ilyas Bakur,Qatar,1,0,0,2013-06-18,2013-06-18,10645. Abdulgadir Ilyas Bakur
10646,Oleg Zoteev,Uzbekistan,1,0,0,2013-06-18,2013-06-18,10646. Oleg Zoteev
10647,Jonathan Tehau,Nigeria,1,0,1,2013-06-17,2013-06-17,10647. Jonathan Tehau
10648,Nicolas Vallar,Nigeria,1,0,1,2013-06-17,2013-06-17,10648. Nicolas Vallar
10649,Bernard Parker,Ethiopia,1,0,1,2013-06-16,2013-06-16,10649. Bernard Parker
10650,Abdelaziz Barrada,Morocco,1,0,0,2013-06-15,2013-06-15,10650. Abdelaziz Barrada
10651,Salah Ibrahim,Sudan,1,0,0,2013-06-15,2013-06-15,10651. Salah Ibrahim
10652,Yacouba Ali,Niger,1,0,0,2013-06-15,2013-06-15,10652. Yacouba Ali
10653,Komlan Amewou,Libya,1,0,1,2013-06-14,2013-06-14,10653. Komlan Amewou
10654,Andrew Murunga,Kenya,1,0,0,2013-06-12,2013-06-12,10654. Andrew Murunga
10655,Deon Kavendji,Namibia,1,0,0,2013-06-12,2013-06-12,10655. Deon Kavendji
10656,Godfrey Oboabona,Nigeria,1,0,0,2013-06-12,2013-06-12,10656. Godfrey Oboabona
10657,Moses Chavula,Kenya,1,0,1,2013-06-12,2013-06-12,10657. Moses Chavula
10658,Robin Ngalande,Malawi,1,0,0,2013-06-12,2013-06-12,10658. Robin Ngalande
10659,Akmal Shorakhmedov,South Korea,1,0,1,2013-06-11,2013-06-11,10659. Akmal Shorakhmedov
10660,Lucas Neill,Australia,1,0,0,2013-06-11,2013-06-11,10660. Lucas Neill
10661,Roger Rojas,Honduras,1,0,0,2013-06-11,2013-06-11,10661. Roger Rojas
10662,Lincoln Zvasiya,Zimbabwe,1,0,0,2013-06-09,2013-06-09,10662. Lincoln Zvasiya
10663,Mohammed Diarra,Guinea,1,0,0,2013-06-09,2013-06-09,10663. Mohammed Diarra
10664,Nabil Ghilas,Algeria,1,0,0,2013-06-09,2013-06-09,10664. Nabil Ghilas
10665,Katlego Mashego,South Africa,1,0,0,2013-06-08,2013-06-08,10665. Katlego Mashego
10666,Brad Evans,United States,1,0,0,2013-06-07,2013-06-07,10666. Brad Evans
10667,Igor Shitov,Finland,1,0,1,2013-06-07,2013-06-07,10667. Igor Shitov
10668,Jermaine Beckford,Jamaica,1,0,0,2013-06-07,2013-06-07,10668. Jermaine Beckford
10669,Lazaros Christodoulopoulos,Greece,1,0,0,2013-06-07,2013-06-07,10669. Lazaros Christodoulopoulos
10670,Martin Büchel,Liechtenstein,1,0,0,2013-06-07,2013-06-07,10670. Martin Büchel
10671,Daniel Kolář,Czech Republic,1,0,0,2013-03-26,2013-03-26,10671. Daniel Kolář
10672,Diego Calvo,Costa Rica,1,0,0,2013-03-26,2013-03-26,10672. Diego Calvo
10673,Heinrich Schmidtgal,Kazakhstan,1,0,0,2013-03-26,2013-03-26,10673. Heinrich Schmidtgal
10674,Jakub Kosecki,Poland,1,0,0,2013-03-26,2013-03-26,10674. Jakub Kosecki
10675,Khalil Bani Attiah,Jordan,1,0,0,2013-03-26,2013-03-26,10675. Khalil Bani Attiah
10676,Luis Nery Caballero,Paraguay,1,0,0,2013-03-26,2013-03-26,10676. Luis Nery Caballero
10677,Michael Umaña,Costa Rica,1,0,0,2013-03-26,2013-03-26,10677. Michael Umaña
10678,Mile Jedinak,Oman,1,0,1,2013-03-26,2013-03-26,10678. Mile Jedinak
10679,Łukasz Teodorczyk,Poland,1,0,0,2013-03-26,2013-03-26,10679. Łukasz Teodorczyk
10680,Abdou Traoré,Mali,1,0,0,2013-03-24,2013-03-24,10680. Abdou Traoré
10681,Anthony Laffor,Liberia,1,0,0,2013-03-24,2013-03-24,10681. Anthony Laffor
10682,Litsepe Marabe,Lesotho,1,0,0,2013-03-24,2013-03-24,10682. Litsepe Marabe
10683,Patrick Ronaldinho Wleh,Liberia,1,0,0,2013-03-24,2013-03-24,10683. Patrick Ronaldinho Wleh
10684,Amaro,Angola,1,0,0,2013-03-23,2013-03-23,10684. Amaro
10685,Christopher Samba,Congo,1,0,0,2013-03-23,2013-03-23,10685. Christopher Samba
10686,Francis Kahata,Kenya,1,0,0,2013-03-23,2013-03-23,10686. Francis Kahata
10687,Thabo Matlaba,South Africa,1,0,0,2013-03-23,2013-03-23,10687. Thabo Matlaba
10688,Alexander Kobakhidze,Georgia,1,0,0,2013-03-22,2013-03-22,10688. Alexander Kobakhidze
10689,Carlos Valdés,Colombia,1,0,0,2013-03-22,2013-03-22,10689. Carlos Valdés
10690,György Garics,Austria,1,0,0,2013-03-22,2013-03-22,10690. György Garics
10691,Heimano Bourebare,Tahiti,1,0,0,2013-03-22,2013-03-22,10691. Heimano Bourebare
10692,Marvin Elliott,Jamaica,1,0,0,2013-03-22,2013-03-22,10692. Marvin Elliott
10693,Niki Zimling,Denmark,1,0,0,2013-03-22,2013-03-22,10693. Niki Zimling
10694,Samuel Hyanine,Tahiti,1,0,0,2013-03-22,2013-03-22,10694. Samuel Hyanine
10695,Sigamary Diarra,Mali,1,0,0,2013-02-09,2013-02-09,10695. Sigamary Diarra
10696,Brown Ideye,Nigeria,1,0,0,2013-02-06,2013-02-06,10696. Brown Ideye
10697,Cheick Fantamady Diarra,Mali,1,0,0,2013-02-06,2013-02-06,10697. Cheick Fantamady Diarra
10698,Juan Carlos García,Honduras,1,0,0,2013-02-06,2013-02-06,10698. Juan Carlos García
10699,Cheick Tioté,Ivory Coast,1,0,0,2013-02-03,2013-02-03,10699. Cheick Tioté
10700,Abdelilah Hafidi,Morocco,1,0,0,2013-01-27,2013-01-27,10700. Abdelilah Hafidi
10701,Fernando Varela,Cape Verde,1,0,0,2013-01-27,2013-01-27,10701. Fernando Varela
10702,Issam El Adoua,Morocco,1,0,0,2013-01-27,2013-01-27,10702. Issam El Adoua
10703,May Mahlangu,South Africa,1,0,0,2013-01-27,2013-01-27,10703. May Mahlangu
10704,Nando Maria Neves,Angola,1,0,1,2013-01-27,2013-01-27,10704. Nando Maria Neves
10705,Didier Ya Konan,Ivory Coast,1,0,0,2013-01-26,2013-01-26,10705. Didier Ya Konan
10706,Lehlohonolo Majoro,South Africa,1,0,0,2013-01-23,2013-01-23,10706. Lehlohonolo Majoro
10707,Platini,Cape Verde,1,0,0,2013-01-23,2013-01-23,10707. Platini
10708,Jonathan Ayité,Togo,1,0,0,2013-01-22,2013-01-22,10708. Jonathan Ayité
10709,Adane Girma,Ethiopia,1,0,0,2013-01-21,2013-01-21,10709. Adane Girma
10710,Hammadi Ahmed,Iraq,1,0,0,2012-11-14,2012-11-14,10710. Hammadi Ahmed
10711,Alberto Gómez,Cuba,1,0,0,2012-10-16,2012-10-16,10711. Alberto Gómez
10712,Darren O'Dea,Republic of Ireland,1,0,0,2012-10-16,2012-10-16,10712. Darren O'Dea
10713,Gualberto Mojica,Bolivia,1,0,0,2012-10-16,2012-10-16,10713. Gualberto Mojica
10714,Iamel Kabeu,New Caledonia,1,0,0,2012-10-16,2012-10-16,10714. Iamel Kabeu
10715,Juma Darwish Al-Mashri,Oman,1,0,0,2012-10-16,2012-10-16,10715. Juma Darwish Al-Mashri
10716,Marc Wilson,Republic of Ireland,1,0,0,2012-10-16,2012-10-16,10716. Marc Wilson
10717,Nyron Nosworthy,Jamaica,1,0,0,2012-10-16,2012-10-16,10717. Nyron Nosworthy
10718,Pablo César Aguilar,Paraguay,1,0,0,2012-10-16,2012-10-16,10718. Pablo César Aguilar
10719,Pól Jóhannus Justinussen,Republic of Ireland,1,0,1,2012-10-16,2012-10-16,10719. Pól Jóhannus Justinussen
10720,Renan Bardini Bressan,Belarus,1,0,0,2012-10-16,2012-10-16,10720. Renan Bardini Bressan
10721,Riccardo Montolivo,Italy,1,0,0,2012-10-16,2012-10-16,10721. Riccardo Montolivo
10722,William Kvist,Denmark,1,0,0,2012-10-16,2012-10-16,10722. William Kvist
10723,Andy Keogh,Republic of Ireland,1,0,0,2012-10-12,2012-10-12,10723. Andy Keogh
10724,Carlos Figueroa,Guatemala,1,0,0,2012-10-12,2012-10-12,10724. Carlos Figueroa
10725,Charles Pollard,Mexico,1,0,1,2012-10-12,2012-10-12,10725. Charles Pollard
10726,Dexter Blackstock,Antigua and Barbuda,1,0,0,2012-10-12,2012-10-12,10726. Dexter Blackstock
10727,Gheorghe Grozav,Romania,1,0,0,2012-10-12,2012-10-12,10727. Gheorghe Grozav
10728,James Morrison,Scotland,1,0,0,2012-10-12,2012-10-12,10728. James Morrison
10729,Joses Nawo,Solomon Islands,1,0,0,2012-10-12,2012-10-12,10729. Joses Nawo
10730,José Miguel Cubero,Costa Rica,1,0,0,2012-10-12,2012-10-12,10730. José Miguel Cubero
10731,Juan Carlos Paredes,Chile,1,0,1,2012-10-12,2012-10-12,10731. Juan Carlos Paredes
10732,Maharan Radi,Israel,1,0,0,2012-10-12,2012-10-12,10732. Maharan Radi
10733,Maor Melikson,Israel,1,0,0,2012-10-12,2012-10-12,10733. Maor Melikson
10734,Roderick Briffa,Malta,1,0,0,2012-10-12,2012-10-12,10734. Roderick Briffa
10735,Tome Faisi,New Caledonia,1,0,1,2012-10-12,2012-10-12,10735. Tome Faisi
10736,Tutizama Tanito,Solomon Islands,1,0,0,2012-10-12,2012-10-12,10736. Tutizama Tanito
10737,Ángel Reyna,Mexico,1,0,0,2012-10-12,2012-10-12,10737. Ángel Reyna
10738,Artyom Filiposyan,South Korea,1,0,1,2012-09-11,2012-09-11,10738. Artyom Filiposyan
10739,Christophe Jallet,France,1,0,0,2012-09-11,2012-09-11,10739. Christophe Jallet
10740,Dean Shiels,Northern Ireland,1,0,0,2012-09-11,2012-09-11,10740. Dean Shiels
10741,Federico Peluso,Italy,1,0,0,2012-09-11,2012-09-11,10741. Federico Peluso
10742,Gregory Richardson,Guyana,1,0,0,2012-09-11,2012-09-11,10742. Gregory Richardson
10743,Guillaume Gillet,Belgium,1,0,0,2012-09-11,2012-09-11,10743. Guillaume Gillet
10744,Jakub Wawrzyniak,Poland,1,0,0,2012-09-11,2012-09-11,10744. Jakub Wawrzyniak
10745,Ki Sung-yueng,Uzbekistan,1,0,1,2012-09-11,2012-09-11,10745. Ki Sung-yueng
10746,Luka Đorđević,Montenegro,1,0,0,2012-09-11,2012-09-11,10746. Luka Đorđević
10747,Mattia Destro,Italy,1,0,0,2012-09-11,2012-09-11,10747. Mattia Destro
10748,Miralem Sulejmani,Serbia,1,0,0,2012-09-11,2012-09-11,10748. Miralem Sulejmani
10749,Tony Lochhead,New Zealand,1,0,0,2012-09-11,2012-09-11,10749. Tony Lochhead
10750,Valerică Găman,Romania,1,0,0,2012-09-11,2012-09-11,10750. Valerică Găman
10751,Xavier Samin,New Caledonia,1,0,1,2012-09-11,2012-09-11,10751. Xavier Samin
10752,Étienne Capoue,France,1,0,0,2012-09-11,2012-09-11,10752. Étienne Capoue
10753,Abou Diaby,France,1,0,0,2012-09-07,2012-09-07,10753. Abou Diaby
10754,Georgi Milanov,Bulgaria,1,0,0,2012-09-07,2012-09-07,10754. Georgi Milanov
10755,James Milner,England,1,0,0,2012-09-07,2012-09-07,10755. James Milner
10756,Juan Camilo Zúñiga,Colombia,1,0,0,2012-09-07,2012-09-07,10756. Juan Camilo Zúñiga
10757,Leighton Baines,England,1,0,0,2012-09-07,2012-09-07,10757. Leighton Baines
10758,Marius Žaliūkas,Lithuania,1,0,0,2012-09-07,2012-09-07,10758. Marius Žaliūkas
10759,Mathias Christen,Liechtenstein,1,0,0,2012-09-07,2012-09-07,10759. Mathias Christen
10760,Nikola Drinčić,Montenegro,1,0,0,2012-09-07,2012-09-07,10760. Nikola Drinčić
10761,Víctor Bernárdez,Honduras,1,0,0,2012-09-07,2012-09-07,10761. Víctor Bernárdez
10762,Seb Larsson,Sweden,1,0,0,2012-06-19,2012-06-19,10762. Seb Larsson
10763,Lars Bender,Germany,1,0,0,2012-06-17,2012-06-17,10763. Lars Bender
10764,Andy Carroll,England,1,0,0,2012-06-15,2012-06-15,10764. Andy Carroll
10765,Glen Johnson,Sweden,1,0,1,2012-06-15,2012-06-15,10765. Glen Johnson
10766,Jérémy Ménez,France,1,0,0,2012-06-15,2012-06-15,10766. Jérémy Ménez
10767,Yohan Cabaye,France,1,0,0,2012-06-15,2012-06-15,10767. Yohan Cabaye
10768,Mohammed Al Balushi,Oman,1,0,0,2012-06-12,2012-06-12,10768. Mohammed Al Balushi
10769,Joleon Lescott,England,1,0,0,2012-06-11,2012-06-11,10769. Joleon Lescott
10770,Alhassane Bangoura,Guinea,1,0,0,2012-06-10,2012-06-10,10770. Alhassane Bangoura
10771,Diego Godín,Peru,1,0,1,2012-06-10,2012-06-10,10771. Diego Godín
10772,Hamed Snousi,Libya,1,0,0,2012-06-10,2012-06-10,10772. Hamed Snousi
10773,Momodou Ceesay,Gambia,1,0,0,2012-06-10,2012-06-10,10773. Momodou Ceesay
10774,Shomari Kapombe,Tanzania,1,0,0,2012-06-10,2012-06-10,10774. Shomari Kapombe
10775,Alcides Peña,Bolivia,1,0,0,2012-06-09,2012-06-09,10775. Alcides Peña
10776,Azubuike Egwuekwe,Nigeria,1,0,0,2012-06-09,2012-06-09,10776. Azubuike Egwuekwe
10777,Hamza Abourazzouk,Morocco,1,0,0,2012-06-09,2012-06-09,10777. Hamza Abourazzouk
10778,Henrico Botes,Namibia,1,0,0,2012-06-09,2012-06-09,10778. Henrico Botes
10779,Kolo Touré,Ivory Coast,1,0,0,2012-06-09,2012-06-09,10779. Kolo Touré
10780,Morgan Gould,South Africa,1,0,0,2012-06-09,2012-06-09,10780. Morgan Gould
10781,Odaïr Fortes,Cape Verde,1,0,0,2012-06-09,2012-06-09,10781. Odaïr Fortes
10782,Rémy Ebanega,Gabon,1,0,0,2012-06-09,2012-06-09,10782. Rémy Ebanega
10783,Samuel Barlay,Sierra Leone,1,0,0,2012-06-09,2012-06-09,10783. Samuel Barlay
10784,Teteh Bangura,Sierra Leone,1,0,0,2012-06-09,2012-06-09,10784. Teteh Bangura
10785,Héctor Moreno,Guyana,1,0,1,2012-06-08,2012-06-08,10785. Héctor Moreno
10786,J. P. Rodrigues,Mexico,1,0,1,2012-06-08,2012-06-08,10786. J. P. Rodrigues
10787,Jasur Khasanov,Uzbekistan,1,0,0,2012-06-08,2012-06-08,10787. Jasur Khasanov
10788,Kema Jack,Papua New Guinea,1,0,0,2012-06-06,2012-06-06,10788. Kema Jack
10789,Kabeu,New Caledonia,1,0,0,2012-06-05,2012-06-05,10789. Kabeu
10790,Kalaje Gnipate,New Caledonia,1,0,0,2012-06-05,2012-06-05,10790. Kalaje Gnipate
10791,Bako,New Caledonia,1,0,0,2012-06-03,2012-06-03,10791. Bako
10792,Dick Kauma,New Caledonia,1,0,0,2012-06-03,2012-06-03,10792. Dick Kauma
10793,Freddy Vava,Vanuatu,1,0,0,2012-06-03,2012-06-03,10793. Freddy Vava
